<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
СОЛЛЕРС;W;24/12/18;000000;408;240120
СОЛЛЕРС;W;31/12/18;000000;429.5;2780
СОЛЛЕРС;W;07/01/19;000000;418.5;3690
СОЛЛЕРС;W;14/01/19;000000;425;6310
СОЛЛЕРС;W;21/01/19;000000;420;3090
СОЛЛЕРС;W;28/01/19;000000;415.5;5060
СОЛЛЕРС;W;04/02/19;000000;412;2290
СОЛЛЕРС;W;11/02/19;000000;406;4050
СОЛЛЕРС;W;18/02/19;000000;402.5;6490
СОЛЛЕРС;W;25/02/19;000000;400;4080
СОЛЛЕРС;W;04/03/19;000000;391;5200
СОЛЛЕРС;W;11/03/19;000000;369.5;11790
СОЛЛЕРС;W;18/03/19;000000;365;7010
СОЛЛЕРС;W;25/03/19;000000;360.5;5650
СОЛЛЕРС;W;01/04/19;000000;364.5;23530
СОЛЛЕРС;W;08/04/19;000000;364;2710
СОЛЛЕРС;W;15/04/19;000000;352;23920
СОЛЛЕРС;W;22/04/19;000000;345;33950
СОЛЛЕРС;W;29/04/19;000000;345;6790
СОЛЛЕРС;W;06/05/19;000000;343;5340
СОЛЛЕРС;W;13/05/19;000000;312.5;18280
СОЛЛЕРС;W;20/05/19;000000;328.5;26650
СОЛЛЕРС;W;27/05/19;000000;321.5;13600
СОЛЛЕРС;W;03/06/19;000000;309;86050
СОЛЛЕРС;W;10/06/19;000000;311.5;29120
СОЛЛЕРС;W;17/06/19;000000;310;41990
СОЛЛЕРС;W;24/06/19;000000;317.5;24330
СОЛЛЕРС;W;01/07/19;000000;315;33640
СОЛЛЕРС;W;08/07/19;000000;316;62110
СОЛЛЕРС;W;15/07/19;000000;317.5;11760
СОЛЛЕРС;W;22/07/19;000000;312.5;11640
СОЛЛЕРС;W;29/07/19;000000;310.5;114220
СОЛЛЕРС;W;05/08/19;000000;309.5;12650
СОЛЛЕРС;W;12/08/19;000000;301;40760
СОЛЛЕРС;W;19/08/19;000000;304;32110
СОЛЛЕРС;W;26/08/19;000000;302.5;17820
СОЛЛЕРС;W;02/09/19;000000;300.5;26310
СОЛЛЕРС;W;09/09/19;000000;303;24310
СОЛЛЕРС;W;16/09/19;000000;298.5;60490
СОЛЛЕРС;W;23/09/19;000000;295.5;11390
СОЛЛЕРС;W;30/09/19;000000;291;33750
СОЛЛЕРС;W;07/10/19;000000;293.5;35190
СОЛЛЕРС;W;14/10/19;000000;295;16600
СОЛЛЕРС;W;21/10/19;000000;294;15060
СОЛЛЕРС;W;28/10/19;000000;292;36540
СОЛЛЕРС;W;04/11/19;000000;294.5;36360
СОЛЛЕРС;W;11/11/19;000000;298.5;37950
СОЛЛЕРС;W;18/11/19;000000;299;26650
СОЛЛЕРС;W;25/11/19;000000;291;53100
СОЛЛЕРС;W;02/12/19;000000;289;41970
СОЛЛЕРС;W;09/12/19;000000;278;116980
СОЛЛЕРС;W;16/12/19;000000;272;133910
СОЛЛЕРС;W;23/12/19;000000;275;66710
СОЛЛЕРС;W;30/12/19;000000;284;28200
СОЛЛЕРС;W;06/01/20;000000;283;87830
СОЛЛЕРС;W;13/01/20;000000;289.5;183800
СОЛЛЕРС;W;20/01/20;000000;280;187270
СОЛЛЕРС;W;27/01/20;000000;278;112160
СОЛЛЕРС;W;03/02/20;000000;279;99440
СОЛЛЕРС;W;10/02/20;000000;283;111150
СОЛЛЕРС;W;17/02/20;000000;285.5;1385850
СОЛЛЕРС;W;24/02/20;000000;254;366800
СОЛЛЕРС;W;02/03/20;000000;250;206910
СОЛЛЕРС;W;09/03/20;000000;226;299150
СОЛЛЕРС;W;16/03/20;000000;212;324670
СОЛЛЕРС;W;23/03/20;000000;239.5;177520
СОЛЛЕРС;W;30/03/20;000000;244;90070
СОЛЛЕРС;W;06/04/20;000000;256;112430
СОЛЛЕРС;W;13/04/20;000000;253.5;46400
СОЛЛЕРС;W;20/04/20;000000;260.5;45620
СОЛЛЕРС;W;27/04/20;000000;257;50830
СОЛЛЕРС;W;04/05/20;000000;256.5;26970
СОЛЛЕРС;W;11/05/20;000000;262;101460
СОЛЛЕРС;W;18/05/20;000000;258.5;27740
СОЛЛЕРС;W;25/05/20;000000;255;54060
СОЛЛЕРС;W;01/06/20;000000;258;56710
СОЛЛЕРС;W;08/06/20;000000;256.5;68440
СОЛЛЕРС;W;15/06/20;000000;259.5;50100
СОЛЛЕРС;W;22/06/20;000000;256;97750
СОЛЛЕРС;W;29/06/20;000000;260;87780
СОЛЛЕРС;W;06/07/20;000000;259;52550
СОЛЛЕРС;W;13/07/20;000000;265;50680
СОЛЛЕРС;W;20/07/20;000000;267;66240
СОЛЛЕРС;W;27/07/20;000000;267.5;84900
СОЛЛЕРС;W;03/08/20;000000;280;136290
СОЛЛЕРС;W;10/08/20;000000;280;80640
СОЛЛЕРС;W;17/08/20;000000;281;67940
СОЛЛЕРС;W;24/08/20;000000;284;39940
СОЛЛЕРС;W;31/08/20;000000;285.5;56150
СОЛЛЕРС;W;07/09/20;000000;288.5;49110
СОЛЛЕРС;W;14/09/20;000000;293.5;73580
СОЛЛЕРС;W;21/09/20;000000;286;45250
СОЛЛЕРС;W;28/09/20;000000;286.5;38580
СОЛЛЕРС;W;05/10/20;000000;288;55740
СОЛЛЕРС;W;12/10/20;000000;279;28240
СОЛЛЕРС;W;19/10/20;000000;276.5;288250
СОЛЛЕРС;W;26/10/20;000000;270.5;141730
СОЛЛЕРС;W;02/11/20;000000;273;18510
СОЛЛЕРС;W;09/11/20;000000;277;57600
СОЛЛЕРС;W;16/11/20;000000;269;43520
СОЛЛЕРС;W;23/11/20;000000;270.5;33370
СОЛЛЕРС;W;30/11/20;000000;266;55020
СОЛЛЕРС;W;07/12/20;000000;264.5;31310
СОЛЛЕРС;W;14/12/20;000000;265.5;22360
СОЛЛЕРС;W;21/12/20;000000;261;48090
СОЛЛЕРС;W;28/12/20;000000;265;35500
СОЛЛЕРС;W;04/01/21;000000;265.5;26590
СОЛЛЕРС;W;11/01/21;000000;265;36230
СОЛЛЕРС;W;18/01/21;000000;261;45590
СОЛЛЕРС;W;25/01/21;000000;260.5;23280
СОЛЛЕРС;W;01/02/21;000000;260;31570
СОЛЛЕРС;W;08/02/21;000000;260;977880
СОЛЛЕРС;W;15/02/21;000000;264;236570
СОЛЛЕРС;W;22/02/21;000000;257;47890
СОЛЛЕРС;W;01/03/21;000000;260;56610
СОЛЛЕРС;W;08/03/21;000000;259.5;24470
СОЛЛЕРС;W;15/03/21;000000;253;59650
СОЛЛЕРС;W;22/03/21;000000;247;223160
СОЛЛЕРС;W;29/03/21;000000;252.5;101640
СОЛЛЕРС;W;05/04/21;000000;243;68110
СОЛЛЕРС;W;12/04/21;000000;241;49990
СОЛЛЕРС;W;19/04/21;000000;238;253160
СОЛЛЕРС;W;26/04/21;000000;227;164240
СОЛЛЕРС;W;03/05/21;000000;222;135900
СОЛЛЕРС;W;10/05/21;000000;219.5;107910
СОЛЛЕРС;W;17/05/21;000000;218;85080
СОЛЛЕРС;W;24/05/21;000000;218.5;91280
СОЛЛЕРС;W;31/05/21;000000;223;124210
СОЛЛЕРС;W;07/06/21;000000;223.5;60800
СОЛЛЕРС;W;14/06/21;000000;222;174710
СОЛЛЕРС;W;21/06/21;000000;220;57480
СОЛЛЕРС;W;28/06/21;000000;215;60100
СОЛЛЕРС;W;05/07/21;000000;215.5;38960
СОЛЛЕРС;W;12/07/21;000000;206;109180
СОЛЛЕРС;W;19/07/21;000000;208;38710
СОЛЛЕРС;W;26/07/21;000000;202.5;39380
СОЛЛЕРС;W;02/08/21;000000;206.5;46730
СОЛЛЕРС;W;09/08/21;000000;207.5;24580
СОЛЛЕРС;W;16/08/21;000000;200.5;84770
СОЛЛЕРС;W;23/08/21;000000;204;84330
СОЛЛЕРС;W;30/08/21;000000;236;879350
СОЛЛЕРС;W;06/09/21;000000;231.5;139710
СОЛЛЕРС;W;13/09/21;000000;225.5;95790
СОЛЛЕРС;W;20/09/21;000000;221;82940
СОЛЛЕРС;W;27/09/21;000000;217;64610
СОЛЛЕРС;W;04/10/21;000000;220.5;69380
СОЛЛЕРС;W;11/10/21;000000;227.5;119140
СОЛЛЕРС;W;18/10/21;000000;226;164090
СОЛЛЕРС;W;25/10/21;000000;228;227550
СОЛЛЕРС;W;01/11/21;000000;225.5;51430
СОЛЛЕРС;W;08/11/21;000000;232;286670
СОЛЛЕРС;W;15/11/21;000000;230;103900
СОЛЛЕРС;W;22/11/21;000000;212.5;93660
СОЛЛЕРС;W;29/11/21;000000;211.5;75390
СОЛЛЕРС;W;06/12/21;000000;220.5;184280
СОЛЛЕРС;W;13/12/21;000000;218.5;65250
СОЛЛЕРС;W;20/12/21;000000;218;90990
СОЛЛЕРС;W;27/12/21;000000;215;75740
СОЛЛЕРС;W;03/01/22;000000;218.5;18690
СОЛЛЕРС;W;10/01/22;000000;215;50040
СОЛЛЕРС;W;17/01/22;000000;214.5;77940
СОЛЛЕРС;W;24/01/22;000000;213.5;106910
СОЛЛЕРС;W;31/01/22;000000;210.5;27510
СОЛЛЕРС;W;07/02/22;000000;212.5;51660
СОЛЛЕРС;W;14/02/22;000000;210.5;33540
СОЛЛЕРС;W;21/02/22;000000;194.5;281290
ДагСб ао;W;11/01/10;000000;0.02;103395000
ДагСб ао;W;18/01/10;000000;0.019;76070100
ДагСб ао;W;25/01/10;000000;0.018;50001300
ДагСб ао;W;01/02/10;000000;0.019;57539300
ДагСб ао;W;08/02/10;000000;0.018;55121400
ДагСб ао;W;15/02/10;000000;0.019;46009800
ДагСб ао;W;22/02/10;000000;0.018;77677000
ДагСб ао;W;01/03/10;000000;0.019;67050500
ДагСб ао;W;08/03/10;000000;0.02;22555000
ДагСб ао;W;15/03/10;000000;0.019;92814100
ДагСб ао;W;22/03/10;000000;0.02;44137900
ДагСб ао;W;29/03/10;000000;0.021;118633000
ДагСб ао;W;05/04/10;000000;0.032;449061300
ДагСб ао;W;12/04/10;000000;0.026;299481400
ДагСб ао;W;19/04/10;000000;0.036;1720752000
ДагСб ао;W;26/04/10;000000;0.031;1017842800
ДагСб ао;W;03/05/10;000000;0.028;432666100
ДагСб ао;W;10/05/10;000000;0.029;157326300
ДагСб ао;W;17/05/10;000000;0.026;229919500
ДагСб ао;W;24/05/10;000000;0.025;331906000
ДагСб ао;W;31/05/10;000000;0.03;734962900
ДагСб ао;W;07/06/10;000000;0.03;217880400
ДагСб ао;W;14/06/10;000000;0.03;97119200
ДагСб ао;W;21/06/10;000000;0.028;82054000
ДагСб ао;W;28/06/10;000000;0.026;100818800
ДагСб ао;W;05/07/10;000000;0.027;156125200
ДагСб ао;W;12/07/10;000000;0.027;47693400
ДагСб ао;W;19/07/10;000000;0.026;40562800
ДагСб ао;W;26/07/10;000000;0.027;24269300
ДагСб ао;W;02/08/10;000000;0.028;42608900
ДагСб ао;W;09/08/10;000000;0.026;67934300
ДагСб ао;W;16/08/10;000000;0.026;24217600
ДагСб ао;W;23/08/10;000000;0.027;20655900
ДагСб ао;W;30/08/10;000000;0.028;95931300
ДагСб ао;W;06/09/10;000000;0.027;85379300
ДагСб ао;W;13/09/10;000000;0.031;296452100
ДагСб ао;W;20/09/10;000000;0.043;448461600
ДагСб ао;W;27/09/10;000000;0.041;215047700
ДагСб ао;W;04/10/10;000000;0.042;103647100
ДагСб ао;W;11/10/10;000000;0.057;517124000
ДагСб ао;W;18/10/10;000000;0.058;146573300
ДагСб ао;W;25/10/10;000000;0.055;61829900
ДагСб ао;W;01/11/10;000000;0.062;126729400
ДагСб ао;W;08/11/10;000000;0.076;386879600
ДагСб ао;W;15/11/10;000000;0.171;894837500
ДагСб ао;W;22/11/10;000000;0.25;820591000
ДагСб ао;W;29/11/10;000000;0.227;410129500
ДагСб ао;W;06/12/10;000000;0.214;112146900
ДагСб ао;W;13/12/10;000000;0.223;186604000
ДагСб ао;W;20/12/10;000000;0.231;95746900
ДагСб ао;W;27/12/10;000000;0.223;32542900
ДагСб ао;W;10/01/11;000000;0.223;22547200
ДагСб ао;W;17/01/11;000000;0.222;36679100
ДагСб ао;W;24/01/11;000000;0.229;98636300
ДагСб ао;W;31/01/11;000000;0.223;37662100
ДагСб ао;W;07/02/11;000000;0.202;27644100
ДагСб ао;W;14/02/11;000000;0.195;18556500
ДагСб ао;W;21/02/11;000000;0.171;70469300
ДагСб ао;W;28/02/11;000000;0.1839;67404600
ДагСб ао;W;07/03/11;000000;0.15797;27900000
ДагСб ао;W;14/03/11;000000;0.127;32860000
ДагСб ао;W;21/03/11;000000;0.1369;38280000
ДагСб ао;W;28/03/11;000000;0.13699;13700000
ДагСб ао;W;04/04/11;000000;0.129;16370000
ДагСб ао;W;11/04/11;000000;0.11692;15600000
ДагСб ао;W;18/04/11;000000;0.1144;16090000
ДагСб ао;W;25/04/11;000000;0.10798;12100000
ДагСб ао;W;02/05/11;000000;0.09146;7190000
ДагСб ао;W;09/05/11;000000;0.1425;292590000
ДагСб ао;W;16/05/11;000000;0.13298;153300000
ДагСб ао;W;23/05/11;000000;0.12313;65410000
ДагСб ао;W;30/05/11;000000;0.1199;47230000
ДагСб ао;W;06/06/11;000000;0.11659;17830000
ДагСб ао;W;13/06/11;000000;0.1078;18730000
ДагСб ао;W;20/06/11;000000;0.12399;228780000
ДагСб ао;W;27/06/11;000000;0.11835;49380000
ДагСб ао;W;04/07/11;000000;0.12454;58560000
ДагСб ао;W;11/07/11;000000;0.12037;21090000
ДагСб ао;W;18/07/11;000000;0.125;54520000
ДагСб ао;W;25/07/11;000000;0.12197;56100000
ДагСб ао;W;01/08/11;000000;0.10753;62170000
ДагСб ао;W;08/08/11;000000;0.095;74220000
ДагСб ао;W;15/08/11;000000;0.1;32640000
ДагСб ао;W;22/08/11;000000;0.10498;23580000
ДагСб ао;W;29/08/11;000000;0.11345;22680000
ДагСб ао;W;05/09/11;000000;0.10999;21860000
ДагСб ао;W;12/09/11;000000;0.117;40410000
ДагСб ао;W;19/09/11;000000;0.11;32370000
ДагСб ао;W;26/09/11;000000;0.11003;11340000
ДагСб ао;W;03/10/11;000000;0.1089;14900000
ДагСб ао;W;10/10/11;000000;0.107;1500000
ДагСб ао;W;17/10/11;000000;0.10801;1460000
ДагСб ао;W;24/10/11;000000;0.11;9640000
ДагСб ао;W;31/10/11;000000;0.105;2580000
ДагСб ао;W;07/11/11;000000;0.11256;5870000
ДагСб ао;W;14/11/11;000000;0.10208;1680000
ДагСб ао;W;21/11/11;000000;0.09801;2070000
ДагСб ао;W;28/11/11;000000;0.09733;3550000
ДагСб ао;W;05/12/11;000000;0.09188;8380000
ДагСб ао;W;12/12/11;000000;0.0871;3490000
ДагСб ао;W;19/12/11;000000;0.084;7630000
ДагСб ао;W;26/12/11;000000;0.095;3620000
ДагСб ао;W;02/01/12;000000;0.11879;6980000
ДагСб ао;W;09/01/12;000000;0.10389;8590000
ДагСб ао;W;16/01/12;000000;0.10299;3250000
ДагСб ао;W;23/01/12;000000;0.09825;1780000
ДагСб ао;W;30/01/12;000000;0.09827;2250000
ДагСб ао;W;06/02/12;000000;0.09848;6460000
ДагСб ао;W;13/02/12;000000;0.09859;4510000
ДагСб ао;W;20/02/12;000000;0.09915;4430000
ДагСб ао;W;27/02/12;000000;0.098;2910000
ДагСб ао;W;05/03/12;000000;0.0999;1460000
ДагСб ао;W;12/03/12;000000;0.095;3600000
ДагСб ао;W;19/03/12;000000;0.09199;2770000
ДагСб ао;W;26/03/12;000000;0.08888;3230000
ДагСб ао;W;02/04/12;000000;0.08896;11510000
ДагСб ао;W;09/04/12;000000;0.08668;5000000
ДагСб ао;W;16/04/12;000000;0.076;8870000
ДагСб ао;W;23/04/12;000000;0.074;1710000
ДагСб ао;W;30/04/12;000000;0.07;3520000
ДагСб ао;W;07/05/12;000000;0.07526;420000
ДагСб ао;W;14/05/12;000000;0.063;6380000
ДагСб ао;W;21/05/12;000000;0.06249;1610000
ДагСб ао;W;28/05/12;000000;0.06;420000
ДагСб ао;W;04/06/12;000000;0.05999;660000
ДагСб ао;W;11/06/12;000000;0.053;1130000
ДагСб ао;W;18/06/12;000000;0.0575;3500000
ДагСб ао;W;25/06/12;000000;0.08873;105960000
ДагСб ао;W;02/07/12;000000;0.07272;29460000
ДагСб ао;W;09/07/12;000000;0.07581;37190000
ДагСб ао;W;16/07/12;000000;0.08035;6440000
ДагСб ао;W;23/07/12;000000;0.075;37100000
ДагСб ао;W;30/07/12;000000;0.071;10840000
ДагСб ао;W;06/08/12;000000;0.073;4660000
ДагСб ао;W;13/08/12;000000;0.072;4170000
ДагСб ао;W;20/08/12;000000;0.0727;5670000
ДагСб ао;W;27/08/12;000000;0.06399;24780000
ДагСб ао;W;03/09/12;000000;0.06125;11070000
ДагСб ао;W;10/09/12;000000;0.073;20610000
ДагСб ао;W;17/09/12;000000;0.06701;9770000
ДагСб ао;W;24/09/12;000000;0.064;7540000
ДагСб ао;W;01/10/12;000000;0.06272;6400000
ДагСб ао;W;08/10/12;000000;0.0607;6160000
ДагСб ао;W;15/10/12;000000;0.06393;5690000
ДагСб ао;W;22/10/12;000000;0.0592;4190000
ДагСб ао;W;29/10/12;000000;0.05476;17560000
ДагСб ао;W;05/11/12;000000;0.0543;2040000
ДагСб ао;W;12/11/12;000000;0.05051;9210000
ДагСб ао;W;19/11/12;000000;0.05151;6310000
ДагСб ао;W;26/11/12;000000;0.052;750000
ДагСб ао;W;03/12/12;000000;0.05148;760000
ДагСб ао;W;10/12/12;000000;0.05009;3180000
ДагСб ао;W;17/12/12;000000;0.05185;86920000
ДагСб ао;W;24/12/12;000000;0.04573;179650000
ДагСб ао;W;07/01/13;000000;0.04695;15150000
ДагСб ао;W;14/01/13;000000;0.05004;42040000
ДагСб ао;W;21/01/13;000000;0.05038;7020000
ДагСб ао;W;28/01/13;000000;0.04872;22490000
ДагСб ао;W;04/02/13;000000;0.04149;48520000
ДагСб ао;W;11/02/13;000000;0.04146;88740000
ДагСб ао;W;18/02/13;000000;0.04391;19190000
ДагСб ао;W;25/02/13;000000;0.04001;36380000
ДагСб ао;W;04/03/13;000000;0.03936;13450000
ДагСб ао;W;11/03/13;000000;0.03936;11120000
ДагСб ао;W;18/03/13;000000;0.03648;20190000
ДагСб ао;W;25/03/13;000000;0.0362;33340000
ДагСб ао;W;01/04/13;000000;0.034;11260000
ДагСб ао;W;08/04/13;000000;0.02904;25740000
ДагСб ао;W;15/04/13;000000;0.02979;2990000
ДагСб ао;W;22/04/13;000000;0.02964;16800000
ДагСб ао;W;29/04/13;000000;0.02902;3700000
ДагСб ао;W;06/05/13;000000;0.02903;9650000
ДагСб ао;W;13/05/13;000000;0.02895;2980000
ДагСб ао;W;20/05/13;000000;0.02894;11950000
ДагСб ао;W;27/05/13;000000;0.02628;14390000
ДагСб ао;W;03/06/13;000000;0.02337;20400000
ДагСб ао;W;10/06/13;000000;0.02181;16160000
ДагСб ао;W;17/06/13;000000;0.02144;12240000
ДагСб ао;W;24/06/13;000000;0.02202;20570000
ДагСб ао;W;01/07/13;000000;0.0214;11760000
ДагСб ао;W;08/07/13;000000;0.024;11760000
ДагСб ао;W;15/07/13;000000;0.0271;14440000
ДагСб ао;W;22/07/13;000000;0.03026;31470000
ДагСб ао;W;29/07/13;000000;0.02979;20340000
ДагСб ао;W;05/08/13;000000;0.02618;27310000
ДагСб ао;W;12/08/13;000000;0.027;15700000
ДагСб ао;W;19/08/13;000000;0.0295;6630000
ДагСб ао;W;26/08/13;000000;0.02792;9380000
ДагСб ао;W;02/09/13;000000;0.02748;3250000
ДагСб ао;W;09/09/13;000000;0.02698;2220000
ДагСб ао;W;16/09/13;000000;0.0246;28310000
ДагСб ао;W;23/09/13;000000;0.02221;22990000
ДагСб ао;W;30/09/13;000000;0.022;5620000
ДагСб ао;W;07/10/13;000000;0.02194;7340000
ДагСб ао;W;14/10/13;000000;0.022;7040000
ДагСб ао;W;21/10/13;000000;0.02104;21180000
ДагСб ао;W;28/10/13;000000;0.021;7430000
ДагСб ао;W;04/11/13;000000;0.021;5210000
ДагСб ао;W;11/11/13;000000;0.02096;13820000
ДагСб ао;W;18/11/13;000000;0.02044;7740000
ДагСб ао;W;25/11/13;000000;0.01936;4890000
ДагСб ао;W;02/12/13;000000;0.01909;8430000
ДагСб ао;W;09/12/13;000000;0.01867;4950000
ДагСб ао;W;16/12/13;000000;0.02;10110000
ДагСб ао;W;23/12/13;000000;0.01981;2180000
ДагСб ао;W;30/12/13;000000;0.01997;340000
ДагСб ао;W;06/01/14;000000;0.01927;2150000
ДагСб ао;W;13/01/14;000000;0.01914;7520000
ДагСб ао;W;20/01/14;000000;0.01933;2260000
ДагСб ао;W;27/01/14;000000;0.01974;11670000
ДагСб ао;W;03/02/14;000000;0.0173;116220000
ДагСб ао;W;10/02/14;000000;0.01688;26570000
ДагСб ао;W;17/02/14;000000;0.01832;13330000
ДагСб ао;W;24/02/14;000000;0.01644;9860000
ДагСб ао;W;03/03/14;000000;0.01683;25900000
ДагСб ао;W;10/03/14;000000;0.015;40960000
ДагСб ао;W;17/03/14;000000;0.01649;22640000
ДагСб ао;W;24/03/14;000000;0.01677;13190000
ДагСб ао;W;31/03/14;000000;0.01592;27260000
ДагСб ао;W;07/04/14;000000;0.02037;298240000
ДагСб ао;W;14/04/14;000000;0.01503;160630000
ДагСб ао;W;21/04/14;000000;0.01329;58120000
ДагСб ао;W;28/04/14;000000;0.01359;52620000
ДагСб ао;W;05/05/14;000000;0.0141;40240000
ДагСб ао;W;12/05/14;000000;0.01399;8300000
ДагСб ао;W;19/05/14;000000;0.01499;18500000
ДагСб ао;W;26/05/14;000000;0.01661;74270000
ДагСб ао;W;02/06/14;000000;0.01617;41320000
ДагСб ао;W;09/06/14;000000;0.01599;6250000
ДагСб ао;W;16/06/14;000000;0.01488;31890000
ДагСб ао;W;23/06/14;000000;0.015;6140000
ДагСб ао;W;30/06/14;000000;0.01597;4640000
ДагСб ао;W;07/07/14;000000;0.01596;6690000
ДагСб ао;W;14/07/14;000000;0.01508;15770000
ДагСб ао;W;21/07/14;000000;0.01374;61010000
ДагСб ао;W;28/07/14;000000;0.01348;9460000
ДагСб ао;W;04/08/14;000000;0.01302;19610000
ДагСб ао;W;11/08/14;000000;0.01344;15240000
ДагСб ао;W;18/08/14;000000;0.01348;21980000
ДагСб ао;W;25/08/14;000000;0.01299;10350000
ДагСб ао;W;01/09/14;000000;0.01287;25820000
ДагСб ао;W;08/09/14;000000;0.01291;3690000
ДагСб ао;W;15/09/14;000000;0.01239;14370000
ДагСб ао;W;22/09/14;000000;0.01206;8490000
ДагСб ао;W;29/09/14;000000;0.0119;7620000
ДагСб ао;W;06/10/14;000000;0.01194;6340000
ДагСб ао;W;13/10/14;000000;0.01319;74470000
ДагСб ао;W;20/10/14;000000;0.01245;52150000
ДагСб ао;W;27/10/14;000000;0.0132;22620000
ДагСб ао;W;03/11/14;000000;0.01314;8960000
ДагСб ао;W;10/11/14;000000;0.01285;24140000
ДагСб ао;W;17/11/14;000000;0.01278;13260000
ДагСб ао;W;24/11/14;000000;0.01959;286240000
ДагСб ао;W;01/12/14;000000;0.04862;609200000
ДагСб ао;W;08/12/14;000000;0.05789;209270000
ДагСб ао;W;15/12/14;000000;0.0579;102160000
ДагСб ао;W;22/12/14;000000;0.0647;73100000
ДагСб ао;W;29/12/14;000000;0.06799;43020000
ДагСб ао;W;05/01/15;000000;0.0729;42090000
ДагСб ао;W;12/01/15;000000;0.051;23570000
ДагСб ао;W;19/01/15;000000;0.08;118680000
ДагСб ао;W;26/01/15;000000;0.079;28310000
ДагСб ао;W;02/02/15;000000;0.05699;23470000
ДагСб ао;W;09/02/15;000000;0.0556;63100000
ДагСб ао;W;16/02/15;000000;0.05802;31760000
ДагСб ао;W;23/02/15;000000;0.0665;13290000
ДагСб ао;W;02/03/15;000000;0.08348;26490000
ДагСб ао;W;09/03/15;000000;0.1;20020000
ДагСб ао;W;16/03/15;000000;0.10018;28290000
ДагСб ао;W;23/03/15;000000;0.09677;16810000
ДагСб ао;W;30/03/15;000000;0.103;12110000
ДагСб ао;W;06/04/15;000000;0.11496;13750000
ДагСб ао;W;13/04/15;000000;0.10145;18010000
ДагСб ао;W;20/04/15;000000;0.108;5570000
ДагСб ао;W;27/04/15;000000;0.11798;10600000
ДагСб ао;W;04/05/15;000000;0.117;4130000
ДагСб ао;W;11/05/15;000000;0.1197;3070000
ДагСб ао;W;18/05/15;000000;0.119;1090000
ДагСб ао;W;25/05/15;000000;0.1205;3470000
ДагСб ао;W;01/06/15;000000;0.124;2590000
ДагСб ао;W;08/06/15;000000;0.1416;9660000
ДагСб ао;W;15/06/15;000000;0.1764;23890000
ДагСб ао;W;22/06/15;000000;0.1953;27030000
ДагСб ао;W;29/06/15;000000;0.1993;17450000
ДагСб ао;W;06/07/15;000000;0.2224;20730000
ДагСб ао;W;13/07/15;000000;0.238;26670000
ДагСб ао;W;20/07/15;000000;0.2498;19160000
ДагСб ао;W;27/07/15;000000;0.2532;14690000
ДагСб ао;W;03/08/15;000000;0.2525;8100000
ДагСб ао;W;10/08/15;000000;0.2685;15770000
ДагСб ао;W;17/08/15;000000;0.318;23670000
ДагСб ао;W;24/08/15;000000;0.3105;8220000
ДагСб ао;W;31/08/15;000000;0.4215;31520000
ДагСб ао;W;07/09/15;000000;0.483;13000000
ДагСб ао;W;14/09/15;000000;0.4805;8740000
ДагСб ао;W;21/09/15;000000;0.36;29390000
ДагСб ао;W;28/09/15;000000;0.4145;9990000
ДагСб ао;W;05/10/15;000000;0.4175;5060000
ДагСб ао;W;12/10/15;000000;0.44;9070000
ДагСб ао;W;19/10/15;000000;0.45;10040000
ДагСб ао;W;26/10/15;000000;0.45;3780000
ДагСб ао;W;02/11/15;000000;0.45;2900000
ДагСб ао;W;09/11/15;000000;0.442;2300000
ДагСб ао;W;16/11/15;000000;0.43;6050000
ДагСб ао;W;23/11/15;000000;0.409;5300000
ДагСб ао;W;30/11/15;000000;0.401;5300000
ДагСб ао;W;07/12/15;000000;0.395;2390000
ДагСб ао;W;14/12/15;000000;0.403;2630000
ДагСб ао;W;21/12/15;000000;0.41;1190000
ДагСб ао;W;28/12/15;000000;0.421;1440000
ДагСб ао;W;04/01/16;000000;0.5;4600000
ДагСб ао;W;11/01/16;000000;0.49;2310000
ДагСб ао;W;18/01/16;000000;0.434;5700000
ДагСб ао;W;25/01/16;000000;0.418;2820000
ДагСб ао;W;01/02/16;000000;0.4;920000
ДагСб ао;W;08/02/16;000000;0.399;900000
ДагСб ао;W;15/02/16;000000;0.4;1370000
ДагСб ао;W;22/02/16;000000;0.387;500000
ДагСб ао;W;29/02/16;000000;0.367;850000
ДагСб ао;W;07/03/16;000000;0.327;3830000
ДагСб ао;W;14/03/16;000000;0.33;4850000
ДагСб ао;W;21/03/16;000000;0.334;1480000
ДагСб ао;W;28/03/16;000000;0.319;630000
ДагСб ао;W;04/04/16;000000;0.366;2020000
ДагСб ао;W;11/04/16;000000;0.398;9140000
ДагСб ао;W;18/04/16;000000;0.4;980000
ДагСб ао;W;25/04/16;000000;0.372;3610000
ДагСб ао;W;02/05/16;000000;0.382;260000
ДагСб ао;W;09/05/16;000000;0.416;1700000
ДагСб ао;W;16/05/16;000000;0.39;590000
ДагСб ао;W;23/05/16;000000;0.38;1450000
ДагСб ао;W;30/05/16;000000;0.361;220000
ДагСб ао;W;06/06/16;000000;0.402;1140000
ДагСб ао;W;13/06/16;000000;0.397;1150000
ДагСб ао;W;20/06/16;000000;0.36;1260000
ДагСб ао;W;27/06/16;000000;0.397;500000
ДагСб ао;W;04/07/16;000000;0.381;1010000
ДагСб ао;W;11/07/16;000000;0.38;1260000
ДагСб ао;W;18/07/16;000000;0.433;6730000
