<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
ФСК ЕЭС ао;W;19/04/21;000000;0.21444;3755480000
ФСК ЕЭС ао;W;26/04/21;000000;0.2132;4739950000
ФСК ЕЭС ао;W;03/05/21;000000;0.2199;3047450000
ФСК ЕЭС ао;W;10/05/21;000000;0.22408;6894230000
ФСК ЕЭС ао;W;17/05/21;000000;0.22756;6794180000
ФСК ЕЭС ао;W;24/05/21;000000;0.21814;13352010000
ФСК ЕЭС ао;W;31/05/21;000000;0.22144;5167460000
ФСК ЕЭС ао;W;07/06/21;000000;0.2228;3738440000
ФСК ЕЭС ао;W;14/06/21;000000;0.22256;5003170000
ФСК ЕЭС ао;W;21/06/21;000000;0.2216;3138110000
ФСК ЕЭС ао;W;28/06/21;000000;0.22222;5159570000
ФСК ЕЭС ао;W;05/07/21;000000;0.22916;11278640000
ФСК ЕЭС ао;W;12/07/21;000000;0.20736;14522120000
ФСК ЕЭС ао;W;19/07/21;000000;0.20392;5289600000
ФСК ЕЭС ао;W;26/07/21;000000;0.20196;6610580000
ФСК ЕЭС ао;W;02/08/21;000000;0.197;6889980000
ФСК ЕЭС ао;W;09/08/21;000000;0.19628;3697350000
ФСК ЕЭС ао;W;16/08/21;000000;0.19506;4234790000
ФСК ЕЭС ао;W;23/08/21;000000;0.19628;6580420000
ФСК ЕЭС ао;W;30/08/21;000000;0.20204;7477500000
ФСК ЕЭС ао;W;06/09/21;000000;0.19748;5951930000
ФСК ЕЭС ао;W;13/09/21;000000;0.19038;8766200000
ФСК ЕЭС ао;W;20/09/21;000000;0.18962;6142720000
ФСК ЕЭС ао;W;27/09/21;000000;0.18632;4973930000
ФСК ЕЭС ао;W;04/10/21;000000;0.19278;8081360000
ФСК ЕЭС ао;W;11/10/21;000000;0.19772;7249590000
ФСК ЕЭС ао;W;18/10/21;000000;0.19318;5126770000
ФСК ЕЭС ао;W;25/10/21;000000;0.1864;9436100000
ФСК ЕЭС ао;W;01/11/21;000000;0.18046;10096770000
ФСК ЕЭС ао;W;08/11/21;000000;0.18138;6218010000
ФСК ЕЭС ао;W;15/11/21;000000;0.179;5550860000
ФСК ЕЭС ао;W;22/11/21;000000;0.16732;8895340000
ФСК ЕЭС ао;W;29/11/21;000000;0.16994;11978650000
ФСК ЕЭС ао;W;06/12/21;000000;0.16702;6589160000
ФСК ЕЭС ао;W;13/12/21;000000;0.16404;11996810000
ФСК ЕЭС ао;W;20/12/21;000000;0.16596;10232550000
ФСК ЕЭС ао;W;27/12/21;000000;0.16268;5549920000
ФСК ЕЭС ао;W;03/01/22;000000;0.16718;6097700000
ФСК ЕЭС ао;W;10/01/22;000000;0.16212;6975970000
ФСК ЕЭС ао;W;17/01/22;000000;0.15138;10953550000
ФСК ЕЭС ао;W;24/01/22;000000;0.144;14908990000
ФСК ЕЭС ао;W;31/01/22;000000;0.1403;11369050000
ФСК ЕЭС ао;W;07/02/22;000000;0.13794;15051380000
ФСК ЕЭС ао;W;14/02/22;000000;0.13272;18010200000
ФСК ЕЭС ао;W;21/02/22;000000;0.09308;29242960000
ВТБ ао;W;11/01/10;000000;0.0746;250066564000
ВТБ ао;W;18/01/10;000000;0.0712;261166852000
ВТБ ао;W;25/01/10;000000;0.0754;278549903000
ВТБ ао;W;01/02/10;000000;0.0721;281037984000
ВТБ ао;W;08/02/10;000000;0.0707;287637624000
ВТБ ао;W;15/02/10;000000;0.074;155761706000
ВТБ ао;W;22/02/10;000000;0.0738;118408890000
ВТБ ао;W;01/03/10;000000;0.0778;221406817000
ВТБ ао;W;08/03/10;000000;0.0791;161253699000
ВТБ ао;W;15/03/10;000000;0.079;165667888000
ВТБ ао;W;22/03/10;000000;0.0788;147205492000
ВТБ ао;W;29/03/10;000000;0.0811;157392453000
ВТБ ао;W;05/04/10;000000;0.0837;152152922000
ВТБ ао;W;12/04/10;000000;0.0839;117296707000
ВТБ ао;W;19/04/10;000000;0.0786;215960494000
ВТБ ао;W;26/04/10;000000;0.0788;144751531000
ВТБ ао;W;03/05/10;000000;0.067;152906267000
ВТБ ао;W;10/05/10;000000;0.0728;194236839000
ВТБ ао;W;17/05/10;000000;0.0694;207154050000
ВТБ ао;W;24/05/10;000000;0.0724;201609677000
ВТБ ао;W;31/05/10;000000;0.0743;194252489000
ВТБ ао;W;07/06/10;000000;0.0734;186997317000
ВТБ ао;W;14/06/10;000000;0.0788;136456925000
ВТБ ао;W;21/06/10;000000;0.077;140675647000
ВТБ ао;W;28/06/10;000000;0.0734;138691645000
ВТБ ао;W;05/07/10;000000;0.0769;124037024000
ВТБ ао;W;12/07/10;000000;0.0764;138830952000
ВТБ ао;W;19/07/10;000000;0.0797;111706657000
ВТБ ао;W;26/07/10;000000;0.0814;133105194000
ВТБ ао;W;02/08/10;000000;0.0827;119516399000
ВТБ ао;W;09/08/10;000000;0.0804;98804766000
ВТБ ао;W;16/08/10;000000;0.0801;71292623000
ВТБ ао;W;23/08/10;000000;0.0795;96395589000
ВТБ ао;W;30/08/10;000000;0.0844;118760268000
ВТБ ао;W;06/09/10;000000;0.0886;127582065000
ВТБ ао;W;13/09/10;000000;0.0872;154494145000
ВТБ ао;W;20/09/10;000000;0.0876;128435503000
ВТБ ао;W;27/09/10;000000;0.089;162671017000
ВТБ ао;W;04/10/10;000000;0.091;126504417000
ВТБ ао;W;11/10/10;000000;0.0916;98333836000
ВТБ ао;W;18/10/10;000000;0.1014;212757332000
ВТБ ао;W;25/10/10;000000;0.1012;170243964000
ВТБ ао;W;01/11/10;000000;0.1035;67740379000
ВТБ ао;W;08/11/10;000000;0.1057;168701102000
ВТБ ао;W;15/11/10;000000;0.1037;129101068000
ВТБ ао;W;22/11/10;000000;0.1014;138664244000
ВТБ ао;W;29/11/10;000000;0.1015;140049675000
ВТБ ао;W;06/12/10;000000;0.1015;147392106000
ВТБ ао;W;13/12/10;000000;0.1033;97047742000
ВТБ ао;W;20/12/10;000000;0.1024;60261660000
ВТБ ао;W;27/12/10;000000;0.101;36301476000
ВТБ ао;W;10/01/11;000000;0.1091;113960142000
ВТБ ао;W;17/01/11;000000;0.111;110468011000
ВТБ ао;W;24/01/11;000000;0.109;93740796000
ВТБ ао;W;31/01/11;000000;0.1022;183199010000
ВТБ ао;W;07/02/11;000000;0.0946;240072044000
ВТБ ао;W;14/02/11;000000;0.096;207088283000
ВТБ ао;W;21/02/11;000000;0.0986;162010662000
ВТБ ао;W;28/02/11;000000;0.09783;215529402000
ВТБ ао;W;07/03/11;000000;0.09428;98669680000
ВТБ ао;W;14/03/11;000000;0.0933;170723660000
ВТБ ао;W;21/03/11;000000;0.09815;136841530000
ВТБ ао;W;28/03/11;000000;0.10015;109949810000
ВТБ ао;W;04/04/11;000000;0.09852;117619570000
ВТБ ао;W;11/04/11;000000;0.09517;121147640000
ВТБ ао;W;18/04/11;000000;0.09499;123196270000
ВТБ ао;W;25/04/11;000000;0.0886;138380170000
ВТБ ао;W;02/05/11;000000;0.087;127828150000
ВТБ ао;W;09/05/11;000000;0.084;109647400000
ВТБ ао;W;16/05/11;000000;0.08275;118942270000
ВТБ ао;W;23/05/11;000000;0.0869;112506740000
ВТБ ао;W;30/05/11;000000;0.08445;91274300000
ВТБ ао;W;06/06/11;000000;0.08881;119496810000
ВТБ ао;W;13/06/11;000000;0.08661;100293660000
ВТБ ао;W;20/06/11;000000;0.08224;117384180000
ВТБ ао;W;27/06/11;000000;0.08777;155514710000
ВТБ ао;W;04/07/11;000000;0.08265;153775980000
ВТБ ао;W;11/07/11;000000;0.08457;167722810000
ВТБ ао;W;18/07/11;000000;0.08624;181974580000
ВТБ ао;W;25/07/11;000000;0.08323;128583800000
ВТБ ао;W;01/08/11;000000;0.08011;173357380000
ВТБ ао;W;08/08/11;000000;0.072;311420220000
ВТБ ао;W;15/08/11;000000;0.068;165584580000
ВТБ ао;W;22/08/11;000000;0.07307;225028340000
ВТБ ао;W;29/08/11;000000;0.07408;216061550000
ВТБ ао;W;05/09/11;000000;0.07462;190458830000
ВТБ ао;W;12/09/11;000000;0.0763;172297740000
ВТБ ао;W;19/09/11;000000;0.066;173863740000
ВТБ ао;W;26/09/11;000000;0.06697;155064570000
ВТБ ао;W;03/10/11;000000;0.06625;172619030000
ВТБ ао;W;10/10/11;000000;0.06703;217049720000
ВТБ ао;W;17/10/11;000000;0.06783;219244790000
ВТБ ао;W;24/10/11;000000;0.07415;225633170000
ВТБ ао;W;31/10/11;000000;0.07336;130708880000
ВТБ ао;W;07/11/11;000000;0.0721;148299800000
ВТБ ао;W;14/11/11;000000;0.068;144410840000
ВТБ ао;W;21/11/11;000000;0.062;167854340000
ВТБ ао;W;28/11/11;000000;0.07064;245164280000
ВТБ ао;W;05/12/11;000000;0.0631;230019100000
ВТБ ао;W;12/12/11;000000;0.06299;226798740000
ВТБ ао;W;19/12/11;000000;0.05952;143862420000
ВТБ ао;W;26/12/11;000000;0.0587;60600400000
ВТБ ао;W;02/01/12;000000;0.06038;60334940000
ВТБ ао;W;09/01/12;000000;0.06441;195085720000
ВТБ ао;W;16/01/12;000000;0.06501;159019520000
ВТБ ао;W;23/01/12;000000;0.07061;301213530000
ВТБ ао;W;30/01/12;000000;0.07307;307956730000
ВТБ ао;W;06/02/12;000000;0.06761;220258000000
ВТБ ао;W;13/02/12;000000;0.07099;214748500000
ВТБ ао;W;20/02/12;000000;0.07205;129245730000
ВТБ ао;W;27/02/12;000000;0.07284;210816200000
ВТБ ао;W;05/03/12;000000;0.0722;142699030000
ВТБ ао;W;12/03/12;000000;0.07367;243757910000
ВТБ ао;W;19/03/12;000000;0.06838;158382350000
ВТБ ао;W;26/03/12;000000;0.06695;179677710000
ВТБ ао;W;02/04/12;000000;0.06707;174275690000
ВТБ ао;W;09/04/12;000000;0.0658;136249380000
ВТБ ао;W;16/04/12;000000;0.06571;126904660000
ВТБ ао;W;23/04/12;000000;0.0632;149737040000
ВТБ ао;W;30/04/12;000000;0.05901;70016360000
ВТБ ао;W;07/05/12;000000;0.05889;86497070000
ВТБ ао;W;14/05/12;000000;0.0543;190765620000
ВТБ ао;W;21/05/12;000000;0.0541;129411160000
ВТБ ао;W;28/05/12;000000;0.05159;140809880000
ВТБ ао;W;04/06/12;000000;0.05525;138425270000
ВТБ ао;W;11/06/12;000000;0.0565;62314290000
ВТБ ао;W;18/06/12;000000;0.05575;104134890000
ВТБ ао;W;25/06/12;000000;0.05707;115373830000
ВТБ ао;W;02/07/12;000000;0.05625;212021630000
ВТБ ао;W;09/07/12;000000;0.0556;166866510000
ВТБ ао;W;16/07/12;000000;0.05395;138075120000
ВТБ ао;W;23/07/12;000000;0.0524;194118680000
ВТБ ао;W;30/07/12;000000;0.0549;166258650000
ВТБ ао;W;06/08/12;000000;0.05661;195644540000
ВТБ ао;W;13/08/12;000000;0.05586;128279200000
ВТБ ао;W;20/08/12;000000;0.05582;126624080000
ВТБ ао;W;27/08/12;000000;0.0534;134761080000
ВТБ ао;W;03/09/12;000000;0.05669;196925350000
ВТБ ао;W;10/09/12;000000;0.0601;221417850000
ВТБ ао;W;17/09/12;000000;0.0564;319604420000
ВТБ ао;W;24/09/12;000000;0.05307;209615260000
ВТБ ао;W;01/10/12;000000;0.05492;208255130000
ВТБ ао;W;08/10/12;000000;0.0539;105895400000
ВТБ ао;W;15/10/12;000000;0.05407;135413090000
ВТБ ао;W;22/10/12;000000;0.0557;161003330000
ВТБ ао;W;29/10/12;000000;0.05415;124515540000
ВТБ ао;W;05/11/12;000000;0.05272;117541830000
ВТБ ао;W;12/11/12;000000;0.05174;171510760000
ВТБ ао;W;19/11/12;000000;0.05271;116054600000
ВТБ ао;W;26/11/12;000000;0.05193;113779940000
ВТБ ао;W;03/12/12;000000;0.05254;106147380000
ВТБ ао;W;10/12/12;000000;0.05391;136530650000
ВТБ ао;W;17/12/12;000000;0.05436;121604930000
ВТБ ао;W;24/12/12;000000;0.05359;59482100000
ВТБ ао;W;07/01/13;000000;0.05754;141028190000
ВТБ ао;W;14/01/13;000000;0.05823;155367390000
ВТБ ао;W;21/01/13;000000;0.05914;170296520000
ВТБ ао;W;28/01/13;000000;0.05615;184060210000
ВТБ ао;W;04/02/13;000000;0.05363;168548110000
ВТБ ао;W;11/02/13;000000;0.05599;345833390000
ВТБ ао;W;18/02/13;000000;0.05435;198851170000
ВТБ ао;W;25/02/13;000000;0.05571;259242210000
ВТБ ао;W;04/03/13;000000;0.05581;72638630000
ВТБ ао;W;11/03/13;000000;0.05535;126078970000
ВТБ ао;W;18/03/13;000000;0.0512;220989080000
ВТБ ао;W;25/03/13;000000;0.0497;218551630000
ВТБ ао;W;01/04/13;000000;0.0468;194963120000
ВТБ ао;W;08/04/13;000000;0.0473;239109570000
ВТБ ао;W;15/04/13;000000;0.0436;157017580000
ВТБ ао;W;22/04/13;000000;0.04529;351494800000
ВТБ ао;W;29/04/13;000000;0.0489;310980480000
ВТБ ао;W;06/05/13;000000;0.04961;133885360000
ВТБ ао;W;13/05/13;000000;0.04499;265163000000
ВТБ ао;W;20/05/13;000000;0.04686;257114300000
ВТБ ао;W;27/05/13;000000;0.046;203788330000
ВТБ ао;W;03/06/13;000000;0.04766;267522550000
ВТБ ао;W;10/06/13;000000;0.04781;132210030000
ВТБ ао;W;17/06/13;000000;0.04791;172597950000
ВТБ ао;W;24/06/13;000000;0.04701;201614220000
ВТБ ао;W;01/07/13;000000;0.04748;117210280000
ВТБ ао;W;08/07/13;000000;0.04707;176876840000
ВТБ ао;W;15/07/13;000000;0.047;223816850000
ВТБ ао;W;22/07/13;000000;0.047;117275350000
ВТБ ао;W;29/07/13;000000;0.04671;94591240000
ВТБ ао;W;05/08/13;000000;0.04588;92670040000
ВТБ ао;W;12/08/13;000000;0.04699;108305870000
ВТБ ао;W;19/08/13;000000;0.04563;104847220000
ВТБ ао;W;26/08/13;000000;0.0445;78498240000
ВТБ ао;W;02/09/13;000000;0.04417;174672630000
ВТБ ао;W;09/09/13;000000;0.04378;192441020000
ВТБ ао;W;16/09/13;000000;0.04361;225392410000
ВТБ ао;W;23/09/13;000000;0.04309;146107780000
ВТБ ао;W;30/09/13;000000;0.04229;191766710000
ВТБ ао;W;07/10/13;000000;0.04299;248030630000
ВТБ ао;W;14/10/13;000000;0.04337;245967800000
ВТБ ао;W;21/10/13;000000;0.04258;172898480000
ВТБ ао;W;28/10/13;000000;0.0447;306276230000
ВТБ ао;W;04/11/13;000000;0.04548;191353810000
ВТБ ао;W;11/11/13;000000;0.045;273108020000
ВТБ ао;W;18/11/13;000000;0.04649;239988270000
ВТБ ао;W;25/11/13;000000;0.04628;375166030000
ВТБ ао;W;02/12/13;000000;0.046;276086330000
ВТБ ао;W;09/12/13;000000;0.04627;225896550000
ВТБ ао;W;16/12/13;000000;0.04853;185147660000
ВТБ ао;W;23/12/13;000000;0.04927;145757170000
ВТБ ао;W;30/12/13;000000;0.04966;50490300000
ВТБ ао;W;06/01/14;000000;0.04846;57764980000
ВТБ ао;W;13/01/14;000000;0.0484;140140530000
ВТБ ао;W;20/01/14;000000;0.04696;154667170000
ВТБ ао;W;27/01/14;000000;0.04544;209655650000
ВТБ ао;W;03/02/14;000000;0.04603;124546630000
ВТБ ао;W;10/02/14;000000;0.04591;104317180000
ВТБ ао;W;17/02/14;000000;0.04532;120473660000
ВТБ ао;W;24/02/14;000000;0.04213;182196360000
ВТБ ао;W;03/03/14;000000;0.0351;462562480000
ВТБ ао;W;10/03/14;000000;0.032;395898140000
ВТБ ао;W;17/03/14;000000;0.03405;420778890000
ВТБ ао;W;24/03/14;000000;0.03822;341450890000
ВТБ ао;W;31/03/14;000000;0.0389;515646640000
ВТБ ао;W;07/04/14;000000;0.03968;387842660000
